Order_id,Customer_id,Restaurant_id,Order_item,Order_time,Order_status,Total_amount
4015,9257,22,Rogan Josh,2024-10-02 07:21:41,Cancelled,314.29
4016,9673,208,Biryani,2023-10-26 07:21:41,Cancelled,314.05
4017,6926,84,Rogan Josh,2024-12-19 07:21:41,Delivered,1414.65
4018,4904,343,Chole Bhature,2023-04-26 07:21:41,Delivered,1353.29
4019,1372,187,Mutton Curry,2023-05-31 07:21:41,Preparing,741.01
4020,708,346,Pani Puri,2022-10-29 07:21:41,Cancelled,1382.07
4021,3286,135,Pani Puri,2023-09-25 07:21:41,Cancelled,888.97
4022,9922,203,Biryani,2025-02-28 07:21:41,Delivered,684.71
4023,7188,141,Samosa,2023-03-15 07:21:41,Preparing,1046.67
4024,4123,121,Butter Chicken,2023-04-09 07:21:41,Delivered,1273.83
4025,2017,313,Mutton Curry,2025-01-25 07:21:41,Cancelled,1316.72
4026,1657,353,Paneer Tikka,2025-01-07 07:21:41,Cancelled,840.9
4027,1368,380,Butter Chicken,2022-11-23 07:21:41,Delivered,378.15
4028,8392,74,Pani Puri,2023-01-22 07:21:41,Preparing,406.84
4029,5334,7,Rogan Josh,2022-10-03 07:21:41,Cancelled,205.74
4030,6814,268,Chole Bhature,2023-03-24 07:21:41,Preparing,736.22
4031,1419,192,Chole Bhature,2024-04-25 07:21:41,Delivered,1332.15
4032,2138,273,Paneer Tikka,2024-05-23 07:21:41,Preparing,329.8
4033,3862,94,Mutton Curry,2024-07-05 07:21:41,Cancelled,876.31
4034,222,463,Dosa,2022-06-09 07:21:41,Preparing,540.44
4035,7758,288,Mutton Curry,2025-01-09 07:21:41,Cancelled,276.77
4036,7553,109,Chole Bhature,2022-03-08 07:21:41,Delivered,338.79
4037,8832,230,Biryani,2022-05-12 07:21:41,Delivered,926.99
4038,8347,310,Mutton Curry,2024-06-23 07:21:41,Delivered,1003.56
4039,2689,281,Dosa,2024-11-08 07:21:41,Cancelled,125.16
4040,1876,489,Chole Bhature,2025-01-08 07:21:41,Delivered,826.39
4041,9807,422,Dosa,2023-03-04 07:21:41,Cancelled,500.42
4042,2680,234,Samosa,2023-01-07 07:21:41,Delivered,838.18
4043,8599,457,Butter Chicken,2024-06-27 07:21:41,Preparing,157.65
4044,6435,301,Paneer Tikka,2023-01-24 07:21:41,Delivered,1140.99
4045,8508,125,Dosa,2023-12-03 07:21:41,Preparing,784.99
4046,1337,36,Mutton Curry,2023-10-08 07:21:41,Preparing,523.9
4047,7246,315,Samosa,2024-08-31 07:21:41,Cancelled,589.77
4048,3021,367,Dosa,2025-01-18 07:21:41,Delivered,1244.21
4049,9219,105,Dosa,2022-08-02 07:21:41,Delivered,474.58
4050,4338,366,Rogan Josh,2023-05-23 07:21:41,Delivered,1368.54
4051,9490,374,Paneer Tikka,2022-06-07 07:21:41,Cancelled,1159.41
4052,8023,156,Mutton Curry,2023-06-16 07:21:41,Cancelled,281.85
4053,4070,50,Butter Chicken,2024-05-31 07:21:41,Delivered,685.08
4054,9157,48,Chole Bhature,2022-04-13 07:21:41,Cancelled,991.29
4055,3353,142,Paneer Tikka,2022-07-15 07:21:41,Delivered,1479.95
4056,5545,319,Pani Puri,2022-08-02 07:21:41,Delivered,523.24
4057,1315,92,Paneer Tikka,2024-12-17 07:21:41,Delivered,1006.15
4058,8935,58,Paneer Tikka,2023-07-09 07:21:41,Preparing,1158.93
4059,7009,262,Mutton Curry,2025-02-07 07:21:41,Delivered,335.63
4060,6157,14,Chole Bhature,2022-07-31 07:21:41,Cancelled,1175.36
4061,8109,316,Butter Chicken,2022-08-27 07:21:41,Cancelled,287.35
4062,4439,120,Dal Makhani,2022-09-08 07:21:41,Delivered,785.39
4063,4252,125,Butter Chicken,2022-03-18 07:21:41,Delivered,680.27
4064,162,84,Rogan Josh,2023-08-24 07:21:41,Preparing,259.11
4065,1382,448,Rogan Josh,2023-12-12 07:21:41,Cancelled,176.96
4066,5688,187,Butter Chicken,2024-07-03 07:21:41,Cancelled,1409.23
4067,6457,277,Pani Puri,2022-07-04 07:21:41,Preparing,1346.08
4068,601,376,Biryani,2023-01-29 07:21:41,Preparing,179.59
4069,3527,89,Butter Chicken,2024-07-31 07:21:41,Delivered,1014.29
4070,4460,281,Mutton Curry,2022-06-29 07:21:41,Delivered,979.14
4071,4003,253,Chole Bhature,2022-09-06 07:21:41,Preparing,1353.79
4072,8563,331,Dosa,2024-03-25 07:21:41,Preparing,821.81
4073,5238,432,Dosa,2023-10-10 07:21:41,Preparing,376.08
4074,2848,376,Mutton Curry,2023-10-03 07:21:41,Delivered,717.95
4075,1616,30,Mutton Curry,2022-04-27 07:21:41,Preparing,202.32
4076,9886,224,Dal Makhani,2023-07-15 07:21:41,Delivered,133.02
4077,9800,403,Samosa,2023-08-06 07:21:41,Delivered,1138.97
4078,2200,185,Samosa,2023-06-17 07:21:41,Preparing,1252.4
4079,8717,15,Dal Makhani,2022-06-28 07:21:41,Preparing,930.28
4080,6825,78,Dal Makhani,2024-11-25 07:21:41,Cancelled,1128.01
4081,4070,22,Mutton Curry,2024-11-27 07:21:41,Delivered,222.77
4082,2557,311,Dal Makhani,2022-04-21 07:21:41,Delivered,362.26
4083,6897,188,Samosa,2023-08-05 07:21:41,Cancelled,1108.24
4084,2865,92,Mutton Curry,2022-05-05 07:21:41,Delivered,281.42
4085,9399,146,Paneer Tikka,2022-12-19 07:21:41,Preparing,121.31
4086,9359,138,Dosa,2024-03-03 07:21:41,Preparing,359.91
4087,3955,87,Biryani,2024-03-18 07:21:41,Delivered,465.74
4088,3181,434,Chole Bhature,2023-06-02 07:21:41,Preparing,244.98
4089,9417,126,Mutton Curry,2023-12-15 07:21:41,Preparing,1401.14
4090,3562,115,Dal Makhani,2024-12-17 07:21:41,Delivered,1010.68
4091,2482,88,Dosa,2023-04-02 07:21:41,Preparing,412.95
4092,8734,286,Rogan Josh,2024-10-18 07:21:41,Preparing,1327.44
4093,8114,499,Biryani,2024-05-04 07:21:41,Delivered,449.06
4094,7024,110,Dosa,2024-06-04 07:21:41,Delivered,1394.86
4095,2035,438,Samosa,2024-07-13 07:21:41,Preparing,337.82
4096,6741,144,Dosa,2023-01-03 07:21:41,Delivered,574.83
4097,8090,78,Rogan Josh,2024-10-13 07:21:41,Cancelled,1269.65
4098,8615,241,Mutton Curry,2023-11-13 07:21:41,Cancelled,180.57
4099,3528,310,Pani Puri,2023-02-26 07:21:41,Cancelled,117.6
4100,4734,150,Dal Makhani,2023-02-25 07:21:41,Cancelled,240.62
4101,6472,11,Chole Bhature,2022-04-19 07:21:41,Cancelled,809.93
4102,2770,111,Paneer Tikka,2022-03-08 07:21:41,Preparing,167.85
4103,291,432,Dosa,2023-08-29 07:21:41,Preparing,1216.88
4104,3231,271,Dosa,2022-04-30 07:21:41,Cancelled,1168.35
4105,8025,341,Mutton Curry,2023-12-07 07:21:41,Cancelled,1115.11
4106,7248,268,Mutton Curry,2024-01-23 07:21:41,Cancelled,125.29
4107,1132,310,Pani Puri,2024-02-10 07:21:41,Cancelled,599.09
4108,301,427,Chole Bhature,2024-06-13 07:21:41,Delivered,801.67
4109,887,77,Biryani,2023-01-21 07:21:41,Delivered,977.27
4110,773,223,Dal Makhani,2022-06-29 07:21:41,Cancelled,319.5
4111,7160,496,Rogan Josh,2022-03-08 07:21:41,Preparing,510.79
4112,2278,210,Pani Puri,2024-07-07 07:21:41,Cancelled,1474.85
4113,2156,305,Dal Makhani,2022-09-12 07:21:41,Delivered,692.24
4114,7252,63,Paneer Tikka,2024-01-09 07:21:41,Preparing,578.36
4115,5389,44,Dosa,2024-03-17 07:21:41,Delivered,824.83
4116,6174,107,Pani Puri,2023-01-29 07:21:41,Delivered,1375.86
4117,605,135,Butter Chicken,2024-07-21 07:21:41,Delivered,338.03
4118,2710,188,Paneer Tikka,2022-05-26 07:21:41,Cancelled,369.49
4119,2198,355,Biryani,2023-07-15 07:21:41,Cancelled,1303.77
4120,9638,1,Biryani,2023-05-11 07:21:41,Delivered,720.03
4121,6737,21,Dosa,2022-12-18 07:21:41,Delivered,1182.08
4122,7896,319,Paneer Tikka,2024-06-13 07:21:41,Delivered,135.43
4123,3050,325,Dal Makhani,2023-10-22 07:21:41,Delivered,467.65
4124,5857,313,Butter Chicken,2023-12-12 07:21:41,Cancelled,974.52
4125,7727,382,Mutton Curry,2023-04-01 07:21:41,Preparing,1091.44
4126,7182,13,Paneer Tikka,2023-03-05 07:21:41,Delivered,900.61
4127,6680,224,Dosa,2023-04-25 07:21:41,Delivered,1239.29
4128,6388,473,Dal Makhani,2022-07-05 07:21:41,Cancelled,1405.16
4129,7888,313,Dal Makhani,2024-06-02 07:21:41,Cancelled,1055.12
4130,1531,333,Pani Puri,2023-03-12 07:21:41,Preparing,1267.2
4131,4097,484,Samosa,2022-07-30 07:21:41,Cancelled,1028.95
4132,469,318,Pani Puri,2022-06-29 07:21:41,Cancelled,1202.91
4133,9602,453,Rogan Josh,2022-03-15 07:21:41,Preparing,1404.83
4134,7469,444,Dosa,2024-12-21 07:21:41,Preparing,899.91
4135,4060,452,Dosa,2022-08-09 07:21:41,Preparing,933.45
4136,4434,125,Biryani,2023-08-03 07:21:41,Delivered,198.05
4137,4396,4,Chole Bhature,2022-11-03 07:21:41,Delivered,891.09
4138,4799,450,Mutton Curry,2022-11-29 07:21:41,Delivered,1136.51
4139,2719,349,Mutton Curry,2024-01-10 07:21:41,Preparing,876.38
4140,3805,168,Chole Bhature,2022-05-10 07:21:41,Cancelled,554.13
4141,1049,209,Mutton Curry,2024-10-24 07:21:41,Delivered,1276.18
4142,1726,276,Biryani,2025-02-03 07:21:41,Cancelled,1191.25
4143,8394,213,Paneer Tikka,2023-01-16 07:21:41,Delivered,1174.39
4144,3182,467,Pani Puri,2022-11-07 07:21:41,Delivered,133.54
4145,9649,32,Pani Puri,2024-06-23 07:21:41,Preparing,1465.87
4146,650,255,Pani Puri,2024-12-08 07:21:41,Preparing,972.0
4147,5363,240,Dosa,2023-07-08 07:21:41,Cancelled,343.03
4148,5974,78,Chole Bhature,2022-11-19 07:21:41,Cancelled,634.03
4149,3139,42,Mutton Curry,2022-03-10 07:21:41,Cancelled,236.62
4150,1050,285,Biryani,2024-12-19 07:21:41,Delivered,375.88
4151,5315,48,Dosa,2024-03-14 07:21:41,Delivered,1214.0
4152,9502,261,Samosa,2022-08-08 07:21:41,Delivered,230.92
4153,5922,427,Paneer Tikka,2022-06-02 07:21:41,Delivered,1032.47
4154,361,126,Dal Makhani,2024-02-16 07:21:41,Delivered,1287.44
4155,1397,387,Dosa,2025-02-28 07:21:41,Cancelled,412.3
4156,936,386,Pani Puri,2022-06-20 07:21:41,Preparing,674.99
4157,5173,42,Rogan Josh,2024-11-16 07:21:41,Delivered,868.54
4158,4566,323,Dal Makhani,2023-09-24 07:21:41,Cancelled,895.62
4159,4010,421,Biryani,2024-11-21 07:21:41,Cancelled,334.24
4160,4949,163,Biryani,2022-05-26 07:21:41,Delivered,1454.82
4161,2892,36,Paneer Tikka,2022-05-13 07:21:41,Delivered,1479.53
4162,2095,80,Dosa,2024-11-26 07:21:41,Cancelled,541.93
4163,1427,302,Samosa,2023-06-17 07:21:41,Cancelled,1205.12
4164,3442,484,Pani Puri,2023-10-05 07:21:41,Cancelled,190.56
4165,7429,292,Biryani,2023-01-17 07:21:41,Preparing,1001.51
4166,9054,299,Dosa,2024-09-10 07:21:41,Cancelled,370.6
4167,3875,337,Chole Bhature,2023-03-19 07:21:41,Delivered,207.91
4168,4519,438,Mutton Curry,2024-05-21 07:21:41,Delivered,274.4
4169,1664,110,Rogan Josh,2022-11-28 07:21:41,Delivered,543.76
4170,1059,309,Biryani,2025-01-26 07:21:41,Cancelled,470.16
4171,7938,495,Dosa,2022-07-03 07:21:41,Preparing,937.51
4172,6615,343,Dosa,2024-03-13 07:21:41,Cancelled,1338.66
4173,7003,24,Pani Puri,2022-10-08 07:21:41,Cancelled,1394.5
4174,1588,106,Pani Puri,2024-09-15 07:21:41,Cancelled,735.17
4175,8020,283,Chole Bhature,2023-07-20 07:21:41,Delivered,1407.09
4176,6751,96,Dosa,2023-09-04 07:21:41,Delivered,520.69
4177,8381,438,Mutton Curry,2024-06-02 07:21:41,Preparing,456.8
4178,2495,357,Biryani,2023-09-14 07:21:41,Cancelled,197.28
4179,3286,371,Rogan Josh,2024-10-05 07:21:41,Cancelled,1088.97
4180,5303,91,Dal Makhani,2023-07-02 07:21:41,Cancelled,1480.64
4181,1219,374,Dal Makhani,2024-12-14 07:21:41,Cancelled,481.99
4182,2220,386,Pani Puri,2023-04-09 07:21:41,Cancelled,621.61
4183,8497,78,Samosa,2022-07-01 07:21:41,Delivered,592.85
4184,6230,22,Chole Bhature,2023-08-06 07:21:41,Preparing,1391.61
4185,4565,179,Samosa,2022-05-14 07:21:41,Cancelled,1289.61
4186,820,213,Samosa,2023-10-31 07:21:41,Cancelled,1108.24
4187,7371,408,Paneer Tikka,2024-11-18 07:21:41,Cancelled,1443.81
4188,3192,29,Chole Bhature,2023-02-07 07:21:41,Preparing,220.24
4189,8234,190,Pani Puri,2022-11-09 07:21:41,Cancelled,591.48
4190,5408,222,Pani Puri,2024-10-23 07:21:41,Cancelled,929.14
4191,8332,119,Mutton Curry,2024-09-06 07:21:41,Delivered,600.8
4192,5532,349,Dosa,2025-01-19 07:21:41,Cancelled,745.95
4193,847,48,Dosa,2023-09-27 07:21:41,Cancelled,1135.17
4194,9286,292,Dal Makhani,2022-09-24 07:21:41,Cancelled,1101.21
4195,3670,134,Biryani,2022-07-04 07:21:41,Delivered,617.01
4196,4073,491,Chole Bhature,2024-09-01 07:21:41,Delivered,334.92
4197,634,82,Biryani,2023-02-27 07:21:41,Preparing,867.5
4198,4268,139,Mutton Curry,2023-09-03 07:21:41,Delivered,449.1
4199,5650,335,Dal Makhani,2023-08-02 07:21:41,Delivered,466.28
4200,1368,215,Samosa,2023-02-10 07:21:41,Delivered,869.98
4201,8924,40,Chole Bhature,2024-04-15 07:21:41,Delivered,606.45
4202,281,282,Rogan Josh,2022-12-22 07:21:41,Preparing,712.78
4203,8691,354,Dal Makhani,2023-11-29 07:21:41,Preparing,420.5
4204,4538,352,Pani Puri,2023-07-13 07:21:41,Delivered,829.91
4205,8315,410,Mutton Curry,2022-06-06 07:21:41,Preparing,825.37
4206,6964,467,Pani Puri,2023-06-26 07:21:41,Cancelled,1158.8
4207,4145,353,Mutton Curry,2024-04-16 07:21:41,Delivered,1034.78
4208,7759,177,Biryani,2024-03-03 07:21:41,Delivered,180.71
4209,6810,382,Dosa,2023-02-24 07:21:41,Preparing,786.12
4210,9226,245,Samosa,2024-05-18 07:21:41,Preparing,677.85
4211,350,36,Dosa,2022-09-30 07:21:41,Delivered,1140.96
4212,8564,231,Dosa,2022-06-16 07:21:41,Cancelled,275.6
4213,8970,247,Chole Bhature,2024-12-10 07:21:41,Cancelled,1330.52
4214,1183,451,Dal Makhani,2022-03-14 07:21:41,Cancelled,445.11
4215,1297,82,Rogan Josh,2025-02-05 07:21:41,Delivered,1042.26
4216,6487,58,Pani Puri,2023-12-25 07:21:41,Cancelled,1436.43
4217,5357,81,Dosa,2023-02-05 07:21:41,Cancelled,1281.29
4218,8459,154,Mutton Curry,2023-07-27 07:21:41,Delivered,180.51
4219,1068,429,Dal Makhani,2022-12-10 07:21:41,Cancelled,941.67
4220,6012,487,Butter Chicken,2022-05-05 07:21:41,Preparing,449.91
4221,1317,306,Biryani,2023-12-16 07:21:41,Preparing,332.48
4222,2633,247,Dal Makhani,2023-01-06 07:21:41,Delivered,1425.67
4223,7331,162,Rogan Josh,2024-05-25 07:21:41,Delivered,1166.85
4224,3747,132,Biryani,2023-12-02 07:21:41,Cancelled,935.33
4225,1785,211,Paneer Tikka,2022-07-13 07:21:41,Preparing,830.03
4226,7976,291,Mutton Curry,2023-05-20 07:21:41,Preparing,346.83
4227,2673,70,Biryani,2024-04-06 07:21:41,Preparing,786.8
4228,1921,231,Paneer Tikka,2024-05-03 07:21:41,Delivered,582.89
4229,2896,152,Pani Puri,2024-02-22 07:21:41,Delivered,313.41
4230,4334,100,Paneer Tikka,2024-03-17 07:21:41,Delivered,346.76
4231,4365,468,Chole Bhature,2022-12-15 07:21:41,Cancelled,204.54
4232,1705,400,Chole Bhature,2023-05-29 07:21:41,Preparing,851.89
4233,9032,444,Dal Makhani,2024-08-28 07:21:41,Delivered,665.47
4234,1924,36,Rogan Josh,2022-07-03 07:21:41,Delivered,648.07
4235,5794,40,Samosa,2025-01-28 07:21:41,Delivered,1296.11
4236,9276,483,Chole Bhature,2023-06-08 07:21:41,Preparing,904.17
4237,8149,79,Mutton Curry,2022-09-27 07:21:41,Preparing,319.75
4238,2562,160,Samosa,2023-10-25 07:21:41,Cancelled,681.07
4239,9812,304,Chole Bhature,2022-06-30 07:21:41,Preparing,1449.55
4240,6059,283,Butter Chicken,2023-06-22 07:21:41,Preparing,346.06
4241,6769,272,Samosa,2024-10-08 07:21:41,Preparing,701.61
4242,9450,223,Chole Bhature,2022-06-01 07:21:41,Cancelled,1041.23
4243,2026,107,Chole Bhature,2023-07-01 07:21:41,Cancelled,1224.46
4244,1862,69,Biryani,2024-12-27 07:21:41,Cancelled,709.93
4245,7945,472,Butter Chicken,2024-10-14 07:21:41,Delivered,494.83
4246,2718,211,Butter Chicken,2024-11-03 07:21:41,Cancelled,116.62
4247,8054,56,Chole Bhature,2023-03-08 07:21:41,Cancelled,561.6
4248,5514,6,Chole Bhature,2023-02-09 07:21:41,Delivered,427.44
4249,9670,10,Samosa,2023-09-06 07:21:41,Preparing,199.95
4250,2842,186,Butter Chicken,2023-11-26 07:21:41,Cancelled,880.37
4251,4957,55,Biryani,2024-03-26 07:21:41,Delivered,1317.88
4252,7065,407,Dosa,2024-05-14 07:21:41,Preparing,545.01
4253,7721,132,Dal Makhani,2023-03-06 07:21:41,Preparing,975.57
4254,4269,276,Dosa,2022-11-11 07:21:41,Preparing,372.84
4255,941,250,Paneer Tikka,2024-11-26 07:21:41,Delivered,1208.6
4256,5506,381,Dosa,2022-12-01 07:21:41,Delivered,558.69
4257,4029,114,Paneer Tikka,2024-07-18 07:21:41,Delivered,459.81
4258,2309,106,Dosa,2024-06-07 07:21:41,Cancelled,374.61
4259,8580,104,Biryani,2024-01-30 07:21:41,Preparing,1146.15
4260,7938,264,Samosa,2023-05-15 07:21:41,Preparing,476.8
4261,4580,309,Samosa,2025-02-04 07:21:41,Cancelled,486.19
4262,9734,30,Chole Bhature,2022-04-04 07:21:41,Preparing,1191.2
4263,4811,206,Samosa,2022-08-13 07:21:41,Cancelled,1001.11
4264,4249,194,Samosa,2023-02-18 07:21:41,Preparing,890.51
4265,4050,256,Rogan Josh,2023-12-07 07:21:41,Delivered,598.33
4266,2476,214,Samosa,2024-01-28 07:21:41,Cancelled,899.94
4267,4453,116,Butter Chicken,2023-01-05 07:21:41,Cancelled,1386.8
4268,2603,453,Paneer Tikka,2022-08-06 07:21:41,Preparing,802.83
4269,7665,91,Dal Makhani,2024-05-09 07:21:41,Cancelled,331.18
4270,111,312,Rogan Josh,2023-02-24 07:21:41,Preparing,345.86
4271,808,411,Paneer Tikka,2024-01-23 07:21:41,Delivered,1373.44
4272,9871,386,Rogan Josh,2023-10-08 07:21:41,Delivered,1251.98
4273,6872,256,Biryani,2022-07-27 07:21:41,Delivered,447.73
4274,3690,281,Samosa,2023-08-22 07:21:41,Cancelled,744.3
4275,7849,401,Paneer Tikka,2022-12-07 07:21:41,Preparing,387.15
4276,9836,383,Dosa,2024-11-03 07:21:41,Cancelled,134.28
4277,8094,399,Chole Bhature,2023-02-15 07:21:41,Cancelled,945.44
4278,7335,49,Samosa,2024-03-04 07:21:41,Cancelled,879.13
4279,1164,475,Dal Makhani,2025-01-29 07:21:41,Preparing,443.26
4280,5962,387,Chole Bhature,2024-01-21 07:21:41,Delivered,679.42
4281,9682,60,Paneer Tikka,2022-09-15 07:21:41,Cancelled,701.97
4282,6597,398,Butter Chicken,2022-08-31 07:21:41,Preparing,948.93
4283,8039,120,Biryani,2024-01-27 07:21:41,Preparing,390.2
4284,2882,170,Paneer Tikka,2024-11-06 07:21:41,Delivered,611.57
4285,4456,261,Biryani,2024-05-24 07:21:41,Delivered,1201.66
4286,2360,37,Chole Bhature,2023-09-29 07:21:41,Delivered,1053.73
4287,7961,415,Paneer Tikka,2023-05-26 07:21:41,Cancelled,738.16
4288,5331,110,Dosa,2023-11-18 07:21:41,Cancelled,891.94
4289,9103,226,Samosa,2022-12-05 07:21:41,Delivered,878.84
4290,7395,117,Paneer Tikka,2023-05-14 07:21:41,Delivered,1316.59
4291,2262,179,Samosa,2022-06-24 07:21:41,Delivered,1271.55
4292,1806,435,Dosa,2024-08-01 07:21:41,Preparing,886.84
4293,8448,287,Biryani,2022-10-30 07:21:41,Delivered,1063.24
4294,9173,238,Dal Makhani,2023-03-10 07:21:41,Cancelled,209.17
4295,5650,487,Dosa,2022-12-28 07:21:41,Delivered,1488.91
4296,9837,226,Samosa,2022-12-25 07:21:41,Delivered,101.75
4297,5753,172,Pani Puri,2023-02-14 07:21:41,Cancelled,552.82
4298,6239,464,Pani Puri,2022-06-06 07:21:41,Cancelled,1064.61
4299,4955,206,Pani Puri,2023-05-06 07:21:41,Cancelled,1250.05
4300,4626,3,Biryani,2024-04-25 07:21:41,Delivered,191.19
4301,7268,396,Mutton Curry,2023-01-22 07:21:41,Delivered,834.64
4302,8041,380,Samosa,2024-01-16 07:21:41,Delivered,881.88
4303,4133,181,Samosa,2024-07-15 07:21:41,Cancelled,562.87
4304,6379,281,Pani Puri,2023-12-23 07:21:41,Cancelled,887.16
4305,2089,449,Mutton Curry,2022-07-13 07:21:41,Cancelled,393.25
4306,6919,34,Dal Makhani,2023-01-18 07:21:41,Delivered,368.02
4307,8385,330,Chole Bhature,2024-05-02 07:21:41,Cancelled,1415.07
4308,2334,70,Samosa,2022-12-10 07:21:41,Preparing,576.89
4309,9311,34,Dal Makhani,2024-11-29 07:21:41,Cancelled,769.93
4310,1096,31,Pani Puri,2024-09-02 07:21:41,Preparing,230.06
4311,3288,41,Samosa,2023-09-25 07:21:41,Delivered,723.68
4312,9754,34,Dal Makhani,2024-11-09 07:21:41,Preparing,219.58
4313,1125,365,Dosa,2024-12-21 07:21:41,Delivered,890.75
4314,5372,142,Butter Chicken,2025-01-26 07:21:41,Preparing,1029.63
4315,484,128,Samosa,2022-11-11 07:21:41,Cancelled,300.86
4316,9267,282,Chole Bhature,2024-09-10 07:21:41,Preparing,934.69
4317,9692,380,Biryani,2022-03-26 07:21:41,Delivered,709.78
4318,6254,77,Chole Bhature,2022-07-07 07:21:41,Delivered,832.32
4319,415,426,Biryani,2022-06-28 07:21:41,Preparing,1069.59
4320,1422,375,Biryani,2022-05-04 07:21:41,Preparing,333.53
4321,213,350,Rogan Josh,2022-11-01 07:21:41,Preparing,421.78
4322,368,315,Butter Chicken,2022-06-21 07:21:41,Delivered,1104.96
4323,180,307,Dosa,2023-12-13 07:21:41,Preparing,288.38
4324,809,277,Mutton Curry,2023-06-05 07:21:41,Delivered,210.01
4325,3765,381,Pani Puri,2025-02-09 07:21:41,Cancelled,1251.93
4326,7740,394,Rogan Josh,2025-02-10 07:21:41,Delivered,623.69
4327,4550,125,Butter Chicken,2022-09-25 07:21:41,Cancelled,1164.55
4328,7539,282,Pani Puri,2023-08-06 07:21:41,Delivered,468.14
4329,7696,329,Mutton Curry,2023-11-03 07:21:41,Delivered,599.0
4330,1989,142,Paneer Tikka,2024-01-17 07:21:41,Delivered,949.75
4331,488,229,Butter Chicken,2022-03-26 07:21:41,Cancelled,407.22
4332,781,9,Samosa,2024-11-05 07:21:41,Cancelled,1043.12
4333,1331,183,Rogan Josh,2022-04-22 07:21:41,Delivered,710.37
4334,6808,428,Biryani,2024-01-10 07:21:41,Preparing,1366.24
4335,4273,358,Samosa,2024-08-29 07:21:41,Delivered,1267.77
4336,4742,199,Chole Bhature,2024-07-03 07:21:41,Preparing,1342.77
4337,1550,467,Pani Puri,2022-07-31 07:21:41,Preparing,1056.82
4338,7853,8,Pani Puri,2024-02-07 07:21:41,Preparing,783.06
4339,5610,211,Dosa,2023-08-20 07:21:41,Preparing,1052.79
4340,6031,127,Samosa,2023-10-25 07:21:41,Preparing,844.64
4341,9906,112,Paneer Tikka,2024-12-11 07:21:41,Preparing,262.71
4342,3998,477,Mutton Curry,2023-10-13 07:21:41,Cancelled,1110.15
4343,6573,246,Samosa,2024-07-26 07:21:41,Delivered,1269.08
4344,7996,49,Samosa,2022-10-20 07:21:41,Cancelled,1206.85
4345,2258,454,Chole Bhature,2024-11-08 07:21:41,Cancelled,1063.51
4346,7880,409,Dal Makhani,2024-08-31 07:21:41,Delivered,1043.24
4347,2191,476,Chole Bhature,2024-06-13 07:21:41,Delivered,812.73
4348,6204,463,Butter Chicken,2023-05-02 07:21:41,Delivered,448.76
4349,1860,122,Samosa,2023-01-11 07:21:41,Delivered,750.32
4350,1404,227,Dal Makhani,2024-09-28 07:21:41,Delivered,1243.83
4351,9681,149,Mutton Curry,2023-08-18 07:21:41,Preparing,1432.72
4352,3059,96,Mutton Curry,2024-05-12 07:21:41,Preparing,552.52
4353,1801,116,Pani Puri,2022-04-18 07:21:41,Cancelled,617.05
4354,3321,423,Chole Bhature,2024-09-21 07:21:41,Preparing,635.7
4355,6513,329,Dosa,2024-11-09 07:21:41,Cancelled,905.77
4356,3325,444,Pani Puri,2022-12-18 07:21:41,Cancelled,951.74
4357,2417,405,Paneer Tikka,2024-05-06 07:21:41,Delivered,164.79
4358,7300,409,Mutton Curry,2022-11-26 07:21:41,Preparing,894.68
4359,4902,413,Biryani,2023-08-31 07:21:41,Delivered,127.44
4360,4353,41,Pani Puri,2024-09-17 07:21:41,Cancelled,471.58
4361,6470,123,Dosa,2024-10-06 07:21:41,Preparing,1358.05
4362,2933,379,Dosa,2024-10-21 07:21:41,Cancelled,1342.79
4363,2686,52,Rogan Josh,2024-07-21 07:21:41,Delivered,839.6
4364,4392,8,Butter Chicken,2023-06-24 07:21:41,Preparing,192.16
4365,7341,136,Pani Puri,2024-11-24 07:21:41,Delivered,1190.68
4366,6357,202,Pani Puri,2024-09-30 07:21:41,Preparing,264.83
4367,755,443,Paneer Tikka,2024-01-15 07:21:41,Preparing,1192.46
4368,3488,105,Rogan Josh,2023-04-16 07:21:41,Preparing,240.45
4369,6510,496,Dal Makhani,2022-07-14 07:21:41,Delivered,1032.93
4370,9906,392,Pani Puri,2024-05-20 07:21:41,Cancelled,532.34
4371,3099,42,Biryani,2025-02-22 07:21:41,Delivered,881.79
4372,2143,336,Biryani,2022-03-29 07:21:41,Cancelled,588.81
4373,681,185,Butter Chicken,2022-06-03 07:21:41,Delivered,638.48
4374,1727,248,Chole Bhature,2023-10-29 07:21:41,Delivered,235.52
4375,565,383,Pani Puri,2024-10-15 07:21:41,Preparing,562.09
4376,1624,34,Paneer Tikka,2023-04-06 07:21:41,Cancelled,905.28
4377,2779,57,Pani Puri,2023-09-23 07:21:41,Delivered,1431.35
4378,1832,356,Butter Chicken,2023-04-17 07:21:41,Delivered,1495.43
4379,1757,203,Samosa,2023-03-09 07:21:41,Cancelled,703.26
4380,1353,91,Butter Chicken,2024-04-14 07:21:41,Preparing,790.78
4381,9045,101,Samosa,2024-12-30 07:21:41,Delivered,187.46
4382,4924,50,Paneer Tikka,2024-11-14 07:21:41,Preparing,795.22
4383,4736,171,Dal Makhani,2022-06-14 07:21:41,Cancelled,358.71
4384,9378,455,Rogan Josh,2024-07-07 07:21:41,Delivered,1289.92
4385,4228,461,Samosa,2022-03-07 07:21:41,Cancelled,106.01
